skill_key,name,tree,tier,cost,prereq_raw,matched_prereq_keys,chain,is_active,source_label,description
magecraft_mastered_overcharge,Mastered Overcharge,Magecraft,3,250,T3,,Overcharge → Mastered Overcharge,True,Railbound Skill Guide v4 p127,"Mastered Overcharge allows a mage to “overcharge” a spell in order to make an overwhelming attack, or defend against one. Overcharging requires the use of a bonus action and 1 AP. Overcharging an ACTION: ● Do +35% more spell damage. ● This may only be done once per turn. ● SAFE OUTPUT LIMITS ARE IN PLAY. Overcharging a REACTION: ● You may do x2.5 times normal output when overcharging a purely defensive spell. ● SAFE OUTPUT LIMITS ARE IGNORED. ● Overcharged barriers are unstable and will immediately break after they are used to defend."
magecraft_compounding,Compounding,Magecraft,2,175,T2,,None Compounding involves combining a spell with another mage to create a unique or overwhelming effect. Compounding will require a bonus action to trigger.,False,Railbound Skill Guide v4 p128,
magecraft_regeneration,Regeneration,Magecraft,2,175,T2,,Regeneration → Focused Regeneration Regeneration is a passive skill that allows a mage to regenerate mana over time.,True,Railbound Skill Guide v4 p128,"Mana regeneration occurs at the end of a turn, during the tick. Mages gain +10 mana per turn."
magecraft_focused_regeneration,Focused Regeneration,Magecraft,3,350,T3,,Regeneration → Focused Regeneration Focused Regeneration is a passive skill that allows a mage to regenerate mana over time.,True,Railbound Skill Guide v4 p129,"Mana regeneration occurs at the end of a turn, during the tick. Mages gain +20 mana per turn."
magecraft_enchantment,Enchantment,Magecraft,3,375,T3,,"None Enchantment allows for the creation of charged catalysts, or the alteration, fortification, or recharging of catalysts. This is a crafting skill, which uses catalyst materials to create a component used in the creation of magical items.",True,Railbound Skill Guide v4 p129,
magecraft_fortified_circuits,Fortified Circuits,Magecraft,3,355,T3,,"None Fortified Circuits allows the caster to handle more output without taking damage. Adds a permanent passive modifier to Fortitude, when casting magical spells. New Fortitude = Fortitude + (Affinity x 0.15)",True,Railbound Skill Guide v4 p129,
forgecraft_utility_beginner,Utility Beginner,Forgecraft,1,100,T1,,,True,Railbound Skill Guide v4 p135,"The Utility Path is the path that is the benchmark to everything. No matter what path you choose to learn after everything comes from here. This gives you access to creating non combat and mundane items. You do not gain a discount for creating the item however now when it comes to rolls using the item you do gain a permanent +1. When you use items you created. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ○ Must label if its a small, medium or large item ● Item does not have a boosted durability ● Can create a small bag to increase your inventory by 2 points. Example Use: Ben created a hammer, it has a +1 to it for rolls. The hammer cannot be used for combat. However if Ben was making a roll to fix a door along with other modifiers it would have the +1 added to it."
forgecraft_utility_practitioner,Utility Practitioner,Forgecraft,2,350,T2; Utility Beginner,forgecraft_utility_beginner,,True,Railbound Skill Guide v4 p137,"This gives you access to creating non combat and mundane items. You now have a 5% discount when making the item. Along with the boost to rolls becoming a permanent +2 & items have their durability increased by 5%. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ○ Must label if its a small, medium or large item ● The item does gain a boost in durability by 5% along with a 5% discount when creating it. ● Can create a medium bag to increase your inventory by 3 points. Example Use: Ben created a hammer, it has a +2 to it for rolls. The hammer cannot be used for combat. However if Ben was making a roll to fix a door along with other modifiers it would have the +2 added to it."
forgecraft_utility_expert,Utility Expert,Forgecraft,3,650,T3; Utility Practitioner,forgecraft_utility_practitioner,,True,Railbound Skill Guide v4 p138,"This gives you access to creating non combat and mundane items. You now have a 10% discount when making the item. Along with the boost to rolls becoming a permanent +3 & items have their durability increased by 10%. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ○ Must label if its a small, medium or large item ● The item does gain a boost in durability by 10% along with a 10% discount when creating it. ● Can create a Large bag to increase your inventory by 5 points. Example Use: Ben created a hammer, it has a +3 to it for rolls. The hammer cannot be used for combat. However if Ben was making a roll to fix a door along with other modifiers it would have the +3 added to it. Smithing Rules for Smithing In a week's time you are only allowed a limited amount of items to be created in a week. Based on the tier you are in is the amount and if you level up the skill it will change the max but if you already for example used 3 in a week and now have a max of 5 you only get 2 more. When making items you must make the sub, pay the amount to make it and make a post that is 1 paragraph [100 words minimum]."
forgecraft_smithing_rookie,Smithing Rookie,Forgecraft,1,100,T1; Utility Beginner,forgecraft_utility_beginner,,True,Railbound Skill Guide v4 p139,"The Smithing Path, unlike the utility path, deals with creating armor and weapons for specific combat. However to gain access to this you must get the first tier of crafting. This gives you access to creating combat weapons and armor. You do not gain a discount for creating the item. For weapons you gain a permanent 2% boost to your weapons already added modifier and for armor you gain a permanent 2% boost to your armor's already added modifier. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ○ Must label if its a small, medium or large item ● Weapon/Armor gains an added 2% to their set modifier boost ● Item does not have a boosted durability Example Use: Sarah, a regular greatsword, gives a +2% to her strength based attacks, however Bently, a forgeborn created greatsword, gives a +4% to his strength based attacks."
forgecraft_smithing_novice,Smithing Novice,Forgecraft,2,350,T2; Smithing Rookie,forgecraft_smithing_rookie,,True,Railbound Skill Guide v4 p140,"This gives you access to creating combat weapons and armor. You gain a 5% discount for creating the item along with a 5% boost to their durability. For weapons you gain a permanent 3% boost to your weapons already added modifier and for armor you gain a permanent 3% boost to your armor's already added modifier. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ○ Must label if its a small, medium or large item ● Weapon/Armor gains an added 3% to their set modifier boost ● The item does gain a boost in durability by 5% along with a 5% discount when creating it. Example Use: Sarah, a regular greatsword, gives a +2% to her strength based attacks, however Bently, a forgeborn created greatsword, gives a +5% to his strength based attacks."
forgecraft_smithing_extradinaire,Smithing Extradinaire,Forgecraft,3,650,T3; Smithing Novice,forgecraft_smithing_novice,,True,Railbound Skill Guide v4 p141,"This gives you access to creating combat weapons and armor. You gain a 10% discount for creating the item along with a 10% boost to durability. For weapons you gain a permanent 4% boost to your weapons already added modifier and for armor you gain a permanent 4% boost to your armor's already added modifier. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ○ Must label if its a small, medium or large item ● Weapon/Armor gains an added 4% to their set modifier boost ● The item does gain a boost in durability by 10% along with a 10% discount when creating it. Example Use: Sarah, a regular greatsword, gives a +2% to her strength based attacks, however Bently, a forgeborn created greatsword, gives a +5% to his strength based attacks. Snares Rules for Snare Making In a week's time you are only allowed a limited amount of items to be created in a week. Based on the tier you are in is the amount and if you level up the skill it will change the max but if you already for example used 3 in a week and now have a max of 5 you only get 2 more. When making items you must make the sub, pay the amount to make it and make a post that is 1 paragraph [100 words minimum]. List of traps"
forgecraft_snare_trainee,Snare Trainee,Forgecraft,1,100,T1; Utility Beginner,forgecraft_utility_beginner,,True,Railbound Skill Guide v4 p142,"The Snare Path, unlike the utility path, deals with miniature traps, to be used before combat starts to surprise unlikely people. However to gain access to this you must get the first tier of crafting. This gives you access to creating miniature traps. Snare Trainee you get access to 2 out of 10 options for traps. You don’t get a discount on making them however one places them ready. Traps are held in a pack of 2, but only count as 1 for inventory. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ● Choose 2 out of 10 traps you have access to (can’t change)"
forgecraft_snare_apprentice,Snare Apprentice,Forgecraft,2,350,T2; Snare Trainee,forgecraft_snare_trainee,,True,Railbound Skill Guide v4 p143,"This gives you access to creating more miniature traps and can now add effects from the chemical path. Snare Apprentice can now have 4 of 10 options for traps. You get a 5% discount when making traps or a 10% when using a chemical solvent from the Chemical Path. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ● Choose 4 out of 10 traps you have access to ○ Can decide on a new 4 but can’t change after ● You get 5% discount or a 10% discount if mixed in with Chemical path ○ It will use the potion up if you do decide to."
forgecraft_snare_master,Snare Master,Forgecraft,3,650,T3; Snare Apprentice,forgecraft_snare_apprentice,,True,Railbound Skill Guide v4 p143,"This gives you access to creating more miniature traps and with your skill now create more destructive ones using the Demolition path. Snare Master can now have 6 of 10 options for traps. You still have the 5% discount when making traps, the 10% when using a chemical solvent from the Chemical Path and now 15% for explosives using Demolition Path. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ● Choose 6 out of 10 traps you have access to ○ Can decide on a new 6 but can’t change after ● You get 5% discount, 10% discount if mixed in with Chemical path, lastly 15% discount for explosives added with Demolition Path ○ It will use the potion up if you do decide to. ○ It will use the explosive if you do decide to. Demolition Rules for Demolition Making In a week's time you are only allowed a limited amount of items to be created in a week. Based on the tier you are in is the amount and if you level up the skill it will change the max but if you already for example used 3 in a week and now have a max of 5 you only get 2 more. When making items you must make the sub, pay the amount to make it and make a post that is 1 paragraph [100 words minimum]. List of Effects [Demolition]"
forgecraft_demolition_learner,Demolition Learner,Forgecraft,1,100,T1; Utility Beginner,forgecraft_utility_beginner,,True,Railbound Skill Guide v4 p145,"The Demolition Path is the most destructive and damaging of all paths. However to gain access to this you must get the first tier of crafting. This gives you access to creating bombs and explosives. These can be non-damaging or damaging ones; it depends on the effect you choose to use. At this rank you only have access to simple effects, however only a single effect per grenade/explosive. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ● Only 1 Simple Effect per grenade"
forgecraft_demolition_trainee,Demolition Trainee,Forgecraft,2,350,T2; Demolition Learner,forgecraft_demolition_learner,,True,Railbound Skill Guide v4 p146,"At this rank you only have access to making grenades with 2 simple effects in a singular grenade or a singular complex effect per grenade/explosive. You get a 5% discount when making explosives or a 10% when using a chemical solvent from the Chemical Path. Grenades/Explosives are held in a pack of 2, but only count as 1 for inventory. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ● Only 2 Simple Effect per grenade or 1 Complex Effect per grenade ● You get 5% discount or a 10% discount if mixed in with Chemical path ○ It will use the potion up if you do decide to."
forgecraft_demolition_specialist,Demolition Specialist,Forgecraft,3,650,T3; Demolition Trainee,forgecraft_demolition_trainee,,True,Railbound Skill Guide v4 p146,"At this rank you only have access to making grenades with 4 simple effects in a singular grenade or 2 complex effects per grenade/explosive. You get a 5% discount when making explosives or a 10% when using a chemical solvent from the Chemical Path, as well a 15% when adding a trap with the grenade/explosive. Grenades/Explosives are held in a pack of 2, but only count as 1 for inventory. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ● 4 Simple Effect per grenade, 2 Complex Effect per grenade or 2 simple and 1 complex effect in per grenade ● You get 5% discount, 10% discount if mixed in with Chemical path, lastly 15% discount for traps added with Snare Path Path ○ It will use the potion up if you do decide to. ○ It will use the trap if you do decide to. Chemistry Rules for Chemists In a week's time you are only allowed a limited amount of items to be created in a week. Based on the tier you are in is the amount and if you level up the skill it will change the max but if you already for example used 3 in a week and now have a max of 5 you only get 2 more. When making items you must make the sub, pay the amount to make it and make a post that is 1 paragraph [100 words minimum]. List of Effects [Chemical]"
forgecraft_chemical_assistant,Chemical Assistant,Forgecraft,1,100,T1; Utility Beginner,forgecraft_utility_beginner,,True,Railbound Skill Guide v4 p148,"The Chemical Path is the inquisitive and creative of all paths. However to gain access to this you must get the first tier of crafting. This gives you access to creating solvents, potions and poisons. These can be non-damaging or damaging ones; it depends on the effect you choose to use as well the application. At this rank you only have access to simple effects, however only a single effect per elixir. Elixirs are held in a pack of 3, but only count as 1 for inventory. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ● Only 1 Simple Effect per grenade"
forgecraft_chemical_analyst,Chemical Analyst,Forgecraft,2,350,T2; Chemical Assistant,forgecraft_chemical_assistant,,True,Railbound Skill Guide v4 p149,"At this rank you only have access to making elixirs with 2 simple effects in a singular elixir or a singular complex effect per elixir. You get a 5% discount when making elixirs or a 10% when using a trap from the Snare Path. Elixirs are held in a pack of 3, but only count as 1 for inventory. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ● Only 2 Simple Effect per elixir or 1 Complex Effect per elixir ● You get 5% discount or a 10% discount if mixed in with Snare path ○ It will use the trap up if you do decide to."
forgecraft_chemical_scientist,Chemical Scientist,Forgecraft,3,650,T3; Chemical Analyst,forgecraft_chemical_analyst,,True,Railbound Skill Guide v4 p149,"At this rank you only have access to making elixirs with 2 simple effects in a singular elixir or a singular complex effect per elixir. You get a 5% discount when making elixirs, 10% when using a trap from the Snare Path and 15% when adding explosives from the Demolition Path. Elixirs are held in a pack of 3, but only count as 1 for inventory. Rules to Follow: ● Items must be cataloged in your Player Journal, for GM reference ● 4 Simple Effect per elixir, 2 Complex Effect per elixir or 2 simple and 1 complex effect in per elixir ● You get 5% discount, 10% discount if mixed in with Snare path, lastly 15% discount for traps added with Demolition Path Path ○ It will use the trap up if you do decide to. ○ It will use the explosive if you do decide to. Forgecraft Skills"
forgecraft_tool_proficiency,Tool Proficiency,Forgecraft,0,20,T0,,"None Tool Proficiency, is hands-on experience with tools, allowing a character with this skill to work efficiently, safely and correctly even under poor condition or pressure. The character instinctively selects the right tool and aids accidents as long as it’s choosing or knowing what is the correct tool.",True,Railbound Skill Guide v4 p150,When doing an action or attempting to do an action where you must understand a tool's use and how to use it you get a modifier boost. + Modifier Boost as follows: - +2 to all rolls dealing with tools and having to know how their used or what they are - Luck modifier
forgecraft_lockpicking,Lockpicking,Forgecraft,0,50,T0,,"Lockpicking → Lock Mechanism Lockpicking, the ability to bypass mechanical locks, latches and security mechanisms. Effects",True,Railbound Skill Guide v4 p151,"When doing an action or attempting to do an action where you must use a lockpick for either locking or unlocking, you receive a lockpicking modifier. + Modifier Boost as follows: - +2 to all rolls dealing with lockpicking - Reflexes modifier - Luck modifier"
forgecraft_field_stabilizer,Field Stabilizer,Forgecraft,1,100,T1,,N/A,True,Railbound Skill Guide v4 p151,"Using their instinct for repairs and their eye for what’s “broken,” the user quickly identifies the weak point in an enemy’s stance, armor, or technique and calls it out like a battlefield tactician. By directing an ally where to strike for maximum impact, the chosen ally gains a temporary boost to their clash output for one clash. USING THIS SKILL CONSUMES 1 AP & A Bonus Action + When this skill is activated, it boost a chosen player besides the person with the skill better block an attack + Incoming attacks marked by the user keep their original output but the ally’s attempting to block the attack gain a boost. + The ally’s attack gains a 10% boost to clashing for 1 turn. -"
forgecraft_integrity_reading,Integrity Reading,Forgecraft,1,100,T1,,"N/A Integrity Reading, the user’s trained eye for repairs lets them “read” how intact the enemy's armor or weapon is. By recognizing stress lines, weak materials, and unstable structure, the user can either gain a clear idea of the tools durability. All they must do is grab the item or armor and it is gained.",True,Railbound Skill Guide v4 p152,
forgecraft_lock_mechanism,Lock Mechanism,Forgecraft,1,100,T1,,Lockpicking → Lock Mechanism Must have a Lock Kit to use this skill. Lock Mechanism: Allows the user to treat locks as a mechanical system they can analyze and bypass.,True,Railbound Skill Guide v4 p152,"The user can reverse their tinkering knowledge to perform lockpicking and strengthen a lock to be harder to open. When using this skill on an open lock they can not only close it but also make it harder to open. Effects When doing an action or attempting to do an action where you must use a lockpick the lock affected will have to roll against the user with their modifiers added. [If someone rolls a nat 1, regardless of number they lose and vice versa for nat 20] -"
forgecraft_beginning_repairman,Beginning Repairman,Forgecraft,1,100,T1,,"Beginning Repairman → Intermediate Repairman Beginner Repairman – The user understands basic maintenance and restoration, able to fix damaged items through careful effort, replacement parts, and simple reinforcement. When using a Repair Kit, the user may repair an item up to 1/3 of its total value, but doing so consumes the entire",True,Railbound Skill Guide v4 p153,"Post Requirement: When repairing an item, the user must make 2 paragraphs, each with a minimum of 100 words, per item repaired. -"
forgecraft_item_modification,Item Modification,Forgecraft,2,350,T2,,N/A,True,Railbound Skill Guide v4 p154,"The Forgeborn enhances an item by reinforcing its structure, balance, and function through careful adjustments and precise Forgecraft. Once activated, the chosen item gains a 5% stat increase to one of the following stats: Strength, Dexterity, or Stamina. This boost can be activated for 5 turns, after which the item returns to normal. You as well now gain the ability to boost use Knowledge skills, specifically noted to have special abilities tied to them with forgeborn. When creating an item and wanting to modify it with this let staff know, Post Requirement: To activate this skill, the user must complete a scene with the chosen person lasting at least 5 posts total. Across those 5 posts, both the Forgeborn and the other participant must write 3 paragraphs per post, with a minimum of 100 words per paragraph."
forgecraft_intermediate_repairman,Intermediate Repairman,Forgecraft,2,350,T2,,"Beginning Repairman → Intermediate Repairman Intermediate Repairman – The user has developed stronger technique and efficiency, allowing them to restore items with less waste and better precision. When using a Repair Kit:",True,Railbound Skill Guide v4 p154,"● Repair an item up to 1/2 of its total value using the entire kit ● Repair an item up to 1/3 of its total value while allowing the kit to be used twice before it is fully consumed. ○ Must document that repair kit Post Requirement: When repairing an item, the user must make 3 paragraphs, each with a minimum of 100 words, per item repaired. -"
forgecraft_radio_countermeasure,Radio Countermeasure,Forgecraft,2,300,T2,,Beginning Repairman → Intermediate Repairman,True,Railbound Skill Guide v4 p155,"+ 2 AP + Bonus Action The Forgeborn constructs a compact personal radio system designed for short-range, secure communication. Through this skill, the user may create up to 3 radios for group use. These radios only function properly when kept within 5 meters of each other, ensuring the signal stays stable and difficult to intercept. In addition, the Forgeborn’s master radio can emit a disruptive counter-signal that directly clashes against communication-based spells. When used this way, the Forgeborn forces a raw signal battle between both sides: 1d20 vs 1d20, with no modifiers or boost effects allowed."
forgecraft_field_stabilizer_extraordinaire,Field Stabilizer Extraordinaire,Forgecraft,3,650,T3,,Field Stabilizer → Field Stabilizer Extraordinaire,True,Railbound Skill Guide v4 p156,"With sharper repair instincts and a deeper understanding of what’s about to “break” in combat, the user rapidly reads the enemy’s weak points and calls out precise strike zones like a battlefield tactician. The user may either grant a strong clash output boost to one chosen ally for one clash, or grant a weaker clash output boost to multiple allies for one clash. USING THIS SKILL CONSUMES 1 AP + When this skill is activated, it boost a chosen player or players besides the person with the skill better block an attack + Incoming attacks marked by the user keep their original output but the allies attempting to block the attack gain a boost. + If a single ally is chosen they gain a 25% boost to clashing for 1 turn. + If two allies are chosen they gain a 15% boost to clashing, each for 1 turn."
forgecraft_master_repairman,Master Repairman,Forgecraft,3,650,T3,,"Master Repairman – The user’s repair skill reaches professional mastery, allowing them to restore even heavily damaged items with near-perfect results. When using a Repair Kit, the user may choose one of the following options:",True,Railbound Skill Guide v4 p157,"● Repair an item to full value, consuming the entire kit, ● Repair an item up to 1/2 of its total value, and the kit may be used twice ○ Must document that repair kit ● Repair an item up to 1/3 of its total value, and the kit may be used three times. ○ Must document that repair kit Post Requirement: When repairing an item, the user must make 4 paragraphs, each with a minimum of 100 words, per item repaired. -"
forgecraft_magical_repairman,Magical Repairman,Forgecraft,3,650,T3,,"Magical Repair – The Forgeborn applies Forgecraft directly to enchanted and magically infused items, repairing not only the physical structure, but also the damaged magic circuits, bindings, and rune integrity within. This skill follows the same repair scaling as Master Repairman, but may only be used on magical items.",True,Railbound Skill Guide v4 p158,"Effect Options (Choose One): ● Repair a magical item to full value, consuming the entire Repair Kit ● Repair a magical item up to 1/2 of its total value, and the kit may be used twice ○ Must document that repair kit ● Repair a magical item up to 1/3 of its total value, and the kit may be used three times ○ Must document that repair kit Post Requirement: ● When repairing a magical item, the user must make 4 paragraphs, each with a minimum of 100 words, per item repaired. -"
forgecraft_magical_modification,Magical Modification,Forgecraft,3,650,T3; Item Modification,forgecraft_item_modification,"Magical Modification – The Forgeborn temporarily enhances a magical item by reinforcing its enchantment structure, stabilizing its rune flow, and improving how the item channels power into its wielder. This skill follows the same rules as Item Modification, but may only be used on magical items.",False,Railbound Skill Guide v4 p159,"Effect: The chosen magical item gains a 10% stat increase to the following stat: Magical Affinity. The boost lasts for 5 turns. Activation Requirement: ● To activate this skill, the user must complete a scene with another person lasting at least 5 posts total. Across those 5 posts, both the Forgeborn and the other participant must write 3 paragraphs per post, with a minimum of 100 words per paragraph. ● Must have a someone with Mana Circuits and access to the Skill Enchantnent. - Appendices: Crafting Rules Understanding The Snare Path ● The Snare Path focuses on portable battlefield control through mechanical traps, snares, and triggered devices. A Forgeborn’s rank within this path determines how many trap designs they have access to craft, how many they may carry at once, and the overall complexity and effectiveness of those traps. Higher ranks unlock more advanced mechanisms and ways to use them. ● The specific traps available to craft and how they function depend on the rank chosen within the Snare Path, meaning progression directly increases both versatility and tactical control. The 10 types of traps ● 1. Snapwire Trap ○ A near-invisible wire connected to a spring-loaded mechanism. When tripped, it releases a snapping bar or blunt striker aimed at the legs, potentially knocking the target off balance or interrupting movement. ● 2. Pressure Mine ○ A compact plate device that activates when stepped on. It can be configured for concussive force, smoke discharge, or flash output depending on preparation. ■ Can be used with Demolition Path ● 3. Caltrop Disperser ○ A small throwable capsule that bursts on impact, scattering sharpened spikes across the ground. Enemies moving through the area risk slowed movement or minor injury. ● 4. Net Launcher Trap ○ Triggered by pressure or tripwire, this trap fires a weighted net that entangles a target’s limbs. The net restricts movement until removed or cut free. ● 5. Flashburst Capsule ○ When triggered, this device releases a blinding flash paired with a loud concussive bang. Targets within range may suffer temporary disorientation. ● 6. Adhesive Snare ○ A ground-placed trap that releases a fast-hardening alchemical resin around the feet of whoever activates it. This can root or significantly slow the target for a short duration. ■ Can be used with Chemical Path ● 7. Shock Pad ○ A thin concealed plate that delivers a brief electrical discharge when stepped on. Designed to stagger or momentarily stun rather than deal heavy damage. ● 8. Collapsing Anchor Trap ○ Upon activation, anchored cables snap inward from two directions, pulling tight around a target’s legs or midsection. Often used to restrain or knock someone prone. ● 9. Smoke Veil Canister ○ Triggered by motion or remotely activated, this device releases a dense cloud of smoke or airborne based chemical to either obscure vision or release chemical agents. ■ Can be used with Chemical Path ● 10. Signal Alarm Node ○ A small detection device that emits a sharp audible alarm or sends a signal to the Forgeborn when disturbed. Primarily used for perimeter security but can have explosives added to make it known it was tripped and people may be injured. ■ Can be used with Demolition Path Understanding The Demolition Path ● The Demolition Path focuses on controlled destruction, concussive force, and calculated explosive engineering. Unlike the Snare Path, which emphasizes restraint and battlefield control, Demolition specialists excel at breaking structures. ● A Forgeborn’s rank within the Demolition Path determines the effects that can be added to the grenade. Along with how many effects or addition that can be properly added. Simple Effects ● 1. TBA Complex Effects ● 1. TBA Understanding The Chemical Path ● The Chemical Path focuses on alchemical compounds, battlefield substances, and reactive mixtures designed to alter the flow of combat. Rather than relying purely on force or restraint, Chemical specialists manipulate reactions burning, freezing, dissolving, obscuring, or enhancing through carefully prepared formulas. ● A Forgeborn’s rank within the Chemical Path determines the potency, stability, and versatility of the compounds they can create. Along with how many effects or additions that can be properly added. Simple Effects ● 1. TBA Complex Effects ● 1. TBA"
guncraft_wheelgun_familiarity_t1,Wheelgun Familiarity (T1),Guncraft,1,100,None,,Wheelgun Familiarity → Quickdraw Revolver → Revolver Virtuoso,True,Railbound Skill Guide v4 p168,"You possess foundational training with revolvers, understanding their mechanics, weight, recoil, and firing rhythm. Through practice, you have learned how to properly maintain the weapon, manage its cylinder, and fire with steady control even under pressure. While you may not yet possess the refined speed of veteran gunslingers, you are comfortable enough with revolvers that they feel natural in your hand rather than awkward or unfamiliar. This familiarity grants you improved accuracy and stability when firing revolvers, especially in situations where quick reactions are required. Now you gain access to T1, Revolver specific, Gun Skills and T1 revolvers."
guncraft_quickdraw_revolver_t2,Quickdraw Revolver (T2),Guncraft,2,350,Wheelgun Familiarity,guncraft_wheelgun_familiarity_t1,Wheelgun Familiarity → Quickdraw Revolver → Revolver Virtuoso,True,Railbound Skill Guide v4 p168,"At this stage, your revolver handling has evolved into a fluid discipline. Drawing your weapon, aligning your sights, and firing become part of a seamless motion that can be executed in the blink of an eye. Through countless repetitions, your body has learned the natural rhythm of the revolver, allowing you to react faster than most shooters in tense situations. This training improves your ability to draw and ready revolvers quickly while maintaining respectable accuracy. Shots fired immediately after drawing suffer fewer penalties, and your speed in sudden confrontations such as duels or ambushes becomes noticeably sharper. Now you gain access to T2, Revolver specific, Gun Skills and T2 revolvers."
guncraft_revolver_virtuoso_t3,Revolver Virtuoso (T3),Guncraft,3,650,Quickdraw Revolver,guncraft_quickdraw_revolver_t2,Wheelgun Familiarity → Quickdraw Revolver → Revolver Virtuoso,True,Railbound Skill Guide v4 p169,"Your mastery of revolvers has reached an exceptional level, transforming the weapon into an extension of your own instincts. Every movement from cocking the hammer to squeezing the trigger feels effortless. Experienced shooters can recognize the confidence in your technique. This mastery significantly improves your revolver accuracy, recoil control, and shot precision. You are capable of making more advanced shots, such as targeting smaller areas or maintaining accuracy during rapid firing. Handling multiple revolvers becomes far more manageable due to your exceptional control and understanding of the weapon. Now you gain access to T3, Revolver specific, Gun Skills and T3 revolvers."
guncraft_rifle_training_t1,Rifle Training (T1),Guncraft,1,100,None,,Rifle Training → Sharpshooter Discipline → Deadeye Marksman,True,Railbound Skill Guide v4 p170,"You have received proper instruction in the fundamentals of rifle marksmanship, including posture, breathing control, trigger discipline, and sight alignment. Unlike the chaotic firing style often seen with sidearms, rifle usage rewards patience and steady focus. Through your training, you have developed the basic skills required to reliably place shots at medium distances. This level of proficiency improves your accuracy when using rifles and reduces penalties when firing from moderate range. Your understanding of stable shooting positions and careful aim allows you to perform better when taking deliberate shots rather than rushing them. Now you gain access to T1, Rifle specific, Gun Skills and T1 rifles."
guncraft_sharpshooter_discipline_t2,Sharpshooter Discipline (T2),Guncraft,2,350,Rifle Training,guncraft_rifle_training_t1,Rifle Training → Sharpshooter Discipline → Deadeye Marksman,True,Railbound Skill Guide v4 p170,"Your training has deepened into a disciplined and patient style of marksmanship. You have learned to regulate your breathing, steady your posture, and read subtle environmental factors that influence your shot. Whether lying prone, crouched behind cover, or positioned on high ground, you can maintain a level of composure that allows you to land difficult shots. This discipline improves your long-range accuracy and reduces penalties associated with distant targets. Carefully aimed shots become more reliable, and you gain greater success when attempting precision strikes on specific areas or vulnerable points. Now you gain access to T2, Rifle specific, Gun Skills and T2 rifles."
guncraft_deadeye_marksman_t3,Deadeye Marksman (T3),Guncraft,3,650,Sharpshooter Discipline,guncraft_sharpshooter_discipline_t2,Rifle Training → Sharpshooter Discipline → Deadeye Marksman,True,Railbound Skill Guide v4 p171,"You have reached an elite level of rifle mastery that few marksmen ever achieve. Your experience allows you to judge distance, movement, and timing with remarkable clarity. Even under pressure, you maintain the calm focus required to line up and deliver exceptional shots. This mastery greatly enhances your effectiveness at long distances, allowing you to strike targets that most shooters would struggle to hit. Difficult shooting conditions such as elevation changes, distant movement, or awkward positioning are far less disruptive to your accuracy due to your refined skill. Now you gain access to T3, Rifle specific, Gun Skills and T3 rifles."
guncraft_scattergun_familiarity_t1,Scattergun Familiarity (T1),Guncraft,1,100,None,,Scattergun Familiarity → Close-Quarters Shooter → Breacher Specialist,True,Railbound Skill Guide v4 p172,"You have learned the basic handling and practical use of shotguns, understanding both their immense close-range power and their unique firing spread. This training includes recoil management, effective aiming at short distances, and safe handling in confined environments. While shotguns can be unwieldy for inexperienced users, you have developed enough familiarity to wield them with confidence. Your training improves your control when firing shotguns and reduces penalties in close-range engagements. You are also better able to anticipate pellet spread and adjust your aim accordingly, making your shots more reliable within their intended range Now you gain access to T1, Shotgun specific, Gun Skills and T1 shotguns."
guncraft_close_quarters_shooter_t2,Close-Quarters Shooter (T2),Guncraft,2,350,Scattergun Familiarity,guncraft_scattergun_familiarity_t1,Scattergun Familiarity → Close-Quarters Shooter → Breacher Specialist,True,Railbound Skill Guide v4 p172,"Through continued experience, you have developed strong proficiency with shotguns in tight environments such as buildings, narrow streets, or enclosed battlefields. You understand how to maneuver the weapon quickly, react to sudden threats, and take advantage of the shotgun’s devastating power at short distances. Your awareness and positioning allow you to make the most of its wide spread. This level of expertise improves your effectiveness in close-quarters combat and reduces the difficulty of firing in cramped spaces. You are better able to control the weapon under pressure and react quickly to enemies that suddenly appear within close range. Now you gain access to T2, Shotgun specific, Gun Skills and T2 shotguns."
